Timestamp,Asset_ID,Batch_ID,Cumulative_Cycles,Avg_Operating_Temp_C,Cell_Voltage_Imbalance_mV,Estimated_SoH,Daily_Distance_km
2025-07-27,TRUCK_087,BATCH_105,112,30.4,2.63,99.56,212.4
2025-07-28,TRUCK_087,BATCH_105,114,30.1,2.73,99.58,193.2
2025-07-29,TRUCK_087,BATCH_105,116,30.3,1.7,99.48,190.1
2025-07-30,TRUCK_087,BATCH_105,118,32.3,2.16,99.67,220.8
2025-07-31,TRUCK_087,BATCH_105,120,31.6,1.65,99.58,200.9
2025-08-01,TRUCK_087,BATCH_105,122,30.3,2.63,99.74,212.6
2025-08-02,TRUCK_087,BATCH_105,124,30.9,1.97,99.67,198.8
2025-08-03,TRUCK_087,BATCH_105,126,30.9,1.23,99.69,193.2
2025-08-04,TRUCK_087,BATCH_105,128,31.9,2.24,99.95,216.3
2025-08-05,TRUCK_087,BATCH_105,130,30.9,1.06,99.35,213.4
2025-08-06,TRUCK_087,BATCH_105,132,30.9,2.79,99.79,208.9
2025-08-07,TRUCK_087,BATCH_105,134,31.2,1.6,99.84,208.1
2025-08-08,TRUCK_087,BATCH_105,136,31.6,1.13,99.62,220.6
2025-08-09,TRUCK_087,BATCH_105,138,29.8,1.11,99.93,189.4
2025-08-10,TRUCK_087,BATCH_105,140,31.5,1.24,99.81,186.6
2025-08-11,TRUCK_087,BATCH_105,142,30.9,1.72,99.44,202.8
2025-08-12,TRUCK_087,BATCH_105,144,31.6,1.02,99.87,201.5
2025-08-13,TRUCK_087,BATCH_105,146,30.7,1.22,99.94,201.2
2025-08-14,TRUCK_087,BATCH_105,148,31.6,2.59,99.38,218.9
2025-08-15,TRUCK_087,BATCH_105,150,30.1,1.1,99.55,183.4
2025-08-16,TRUCK_087,BATCH_105,152,30.7,1.93,99.42,215.3
2025-08-17,TRUCK_087,BATCH_105,154,29.8,1.7,99.67,191.3
2025-08-18,TRUCK_087,BATCH_105,156,30.8,2.5,99.44,207.9
2025-08-19,TRUCK_087,BATCH_105,158,30.5,2.5,99.41,217.7
2025-08-20,TRUCK_087,BATCH_105,160,31.5,1.13,99.6,215.8
2025-08-21,TRUCK_087,BATCH_105,162,30.1,2.33,99.76,219.7
2025-08-22,TRUCK_087,BATCH_105,164,31.4,1.04,99.73,215.4
2025-08-23,TRUCK_087,BATCH_105,166,30.7,2.14,99.83,194.3
2025-08-24,TRUCK_087,BATCH_105,168,30.2,2.73,99.61,202.8
2025-08-25,TRUCK_087,BATCH_105,170,32.1,1.11,99.84,187.6
2025-08-26,TRUCK_087,BATCH_105,172,31.2,2.69,99.6,222.2
2025-08-27,TRUCK_087,BATCH_105,174,30.5,2.73,99.36,215.8
2025-08-28,TRUCK_087,BATCH_105,176,31.4,2.6,99.43,224.9
2025-08-29,TRUCK_087,BATCH_105,178,30.8,1.31,99.53,202.4
2025-08-30,TRUCK_087,BATCH_105,180,31.2,1.56,99.44,200.3
2025-08-31,TRUCK_087,BATCH_105,182,31.0,2.86,99.79,183.4
2025-09-01,TRUCK_087,BATCH_105,184,30.6,2.99,99.55,208.2
2025-09-02,TRUCK_087,BATCH_105,186,29.4,2.4,99.72,202.7
2025-09-03,TRUCK_087,BATCH_105,188,30.8,2.22,99.22,218.4
2025-09-04,TRUCK_087,BATCH_105,190,31.1,1.41,99.66,184.6
2025-09-05,TRUCK_087,BATCH_105,192,31.0,2.71,99.89,222.6
2025-09-06,TRUCK_087,BATCH_105,194,31.1,2.46,99.59,205.8
2025-09-07,TRUCK_087,BATCH_105,196,30.8,2.64,99.81,194.7
2025-09-08,TRUCK_087,BATCH_105,198,31.1,1.35,99.71,186.4
2025-09-09,TRUCK_087,BATCH_105,200,30.2,2.45,99.38,187.3
2025-09-10,TRUCK_087,BATCH_105,202,30.9,1.36,100.04,209.1
2025-09-11,TRUCK_087,BATCH_105,204,31.1,2.84,99.67,199.4
2025-09-12,TRUCK_087,BATCH_105,206,30.3,2.57,98.98,227.0
2025-09-13,TRUCK_087,BATCH_105,208,30.5,2.39,99.48,209.8
2025-09-14,TRUCK_087,BATCH_105,210,30.6,2.31,99.77,218.5
2025-09-15,TRUCK_087,BATCH_105,212,31.2,2.88,99.28,215.0
2025-09-16,TRUCK_087,BATCH_105,214,31.6,1.58,99.65,193.8
2025-09-17,TRUCK_087,BATCH_105,216,30.8,2.18,99.56,206.1
2025-09-18,TRUCK_087,BATCH_105,218,30.8,1.93,99.93,192.8
2025-09-19,TRUCK_087,BATCH_105,220,30.9,2.05,99.52,209.0
2025-09-20,TRUCK_087,BATCH_105,222,31.0,2.08,99.44,192.7
2025-09-21,TRUCK_087,BATCH_105,224,30.1,2.29,99.34,195.5
2025-09-22,TRUCK_087,BATCH_105,226,31.3,1.95,99.35,186.2
2025-09-23,TRUCK_087,BATCH_105,228,31.4,1.34,99.64,185.7
2025-09-24,TRUCK_087,BATCH_105,230,31.2,1.4,99.55,223.5
2025-09-25,TRUCK_087,BATCH_105,232,30.8,1.9,99.84,185.3
2025-09-26,TRUCK_087,BATCH_105,234,30.6,2.58,99.64,183.9
2025-09-27,TRUCK_087,BATCH_105,236,30.9,1.64,99.37,192.6
2025-09-28,TRUCK_087,BATCH_105,238,30.9,1.98,99.84,202.5
2025-06-01,TRUCK_088,BATCH_134,0,28.0,1.48,99.52,260.1
2025-06-02,TRUCK_088,BATCH_134,2,28.2,3.0,99.83,271.6
2025-06-03,TRUCK_088,BATCH_134,4,28.0,2.07,99.56,229.3
2025-06-04,TRUCK_088,BATCH_134,6,28.2,2.22,99.81,269.9
2025-06-05,TRUCK_088,BATCH_134,8,28.7,1.35,99.79,258.4
2025-06-06,TRUCK_088,BATCH_134,10,28.2,1.63,99.75,228.8
2025-06-07,TRUCK_088,BATCH_134,12,28.6,2.39,99.53,255.8
2025-06-08,TRUCK_088,BATCH_134,14,28.6,2.53,99.71,232.4
2025-06-09,TRUCK_088,BATCH_134,16,29.1,2.65,99.83,257.2
2025-06-10,TRUCK_088,BATCH_134,18,28.1,1.75,99.7,252.0
2025-06-11,TRUCK_088,BATCH_134,20,28.2,1.43,100.06,230.7
2025-06-12,TRUCK_088,BATCH_134,22,28.5,2.1,99.59,268.9
2025-06-13,TRUCK_088,BATCH_134,24,29.1,2.58,99.55,249.1
2025-06-14,TRUCK_088,BATCH_134,26,28.5,2.27,99.7,230.1
2025-06-15,TRUCK_088,BATCH_134,28,28.7,2.22,99.58,277.6
2025-06-16,TRUCK_088,BATCH_134,30,28.4,2.73,99.84,261.3
2025-06-17,TRUCK_088,BATCH_134,32,28.3,1.04,100.03,271.9
2025-06-18,TRUCK_088,BATCH_134,34,28.3,2.52,99.4,274.1
2025-06-19,TRUCK_088,BATCH_134,36,28.0,1.97,99.97,261.5
2025-06-20,TRUCK_088,BATCH_134,38,27.9,2.45,100.0,271.5
2025-06-21,TRUCK_088,BATCH_134,40,28.8,2.82,99.85,229.0
2025-06-22,TRUCK_088,BATCH_134,42,27.9,1.88,99.67,229.3
2025-06-23,TRUCK_088,BATCH_134,44,28.1,2.13,99.42,251.4
2025-06-24,TRUCK_088,BATCH_134,46,28.8,1.56,99.74,255.3
2025-06-25,TRUCK_088,BATCH_134,48,27.6,2.0,99.62,224.5
2025-06-26,TRUCK_088,BATCH_134,50,27.7,2.73,99.79,242.1
2025-06-27,TRUCK_088,BATCH_134,52,28.6,2.62,99.97,241.9
2025-06-28,TRUCK_088,BATCH_134,54,28.3,2.47,99.53,228.7
2025-06-29,TRUCK_088,BATCH_134,56,28.5,1.74,99.8,244.1
2025-06-30,TRUCK_088,BATCH_134,58,28.6,1.34,99.81,238.9
2025-07-01,TRUCK_088,BATCH_134,60,29.2,2.41,99.51,255.3
2025-07-02,TRUCK_088,BATCH_134,62,27.9,2.67,99.63,222.8
2025-07-03,TRUCK_088,BATCH_134,64,27.8,1.21,99.91,240.0
2025-07-04,TRUCK_088,BATCH_134,66,28.5,2.75,99.24,255.6
2025-07-05,TRUCK_088,BATCH_134,68,28.6,1.45,100.13,232.2
2025-07-06,TRUCK_088,BATCH_134,70,28.5,2.3,99.59,270.8
2025-07-07,TRUCK_088,BATCH_134,72,29.0,2.58,99.81,268.0
2025-07-08,TRUCK_088,BATCH_134,74,28.9,1.32,99.95,273.6
2025-07-09,TRUCK_088,BATCH_134,76,29.4,2.7,99.82,238.0
2025-07-10,TRUCK_088,BATCH_134,78,27.7,1.57,99.97,250.6
2025-07-11,TRUCK_088,BATCH_134,80,28.1,2.35,99.69,245.6
2025-07-12,TRUCK_088,BATCH_134,82,28.9,2.85,99.56,254.3
2025-07-13,TRUCK_088,BATCH_134,84,28.5,1.23,100.01,260.3
2025-07-14,TRUCK_088,BATCH_134,86,28.7,2.3,99.64,247.5
2025-07-15,TRUCK_088,BATCH_134,88,29.1,2.5,99.69,271.2
2025-07-16,TRUCK_088,BATCH_134,90,28.2,1.4,99.68,247.7
2025-07-17,TRUCK_088,BATCH_134,92,28.2,1.54,99.88,223.5
2025-07-18,TRUCK_088,BATCH_134,94,27.5,1.47,99.52,229.7
2025-07-19,TRUCK_088,BATCH_134,96,29.6,2.95,99.82,236.4
2025-07-20,TRUCK_088,BATCH_134,98,28.5,2.62,99.98,224.3
2025-07-21,TRUCK_088,BATCH_134,100,28.2,1.63,99.87,263.7
2025-07-22,TRUCK_088,BATCH_134,102,28.9,1.95,99.19,250.9
2025-07-23,TRUCK_088,BATCH_134,104,28.7,1.91,99.42,226.8
2025-07-24,TRUCK_088,BATCH_134,106,28.3,2.37,99.49,247.5
2025-07-25,TRUCK_088,BATCH_134,108,29.1,2.07,100.02,235.2
2025-07-26,TRUCK_088,BATCH_134,110,28.4,1.39,99.8,240.9
2025-07-27,TRUCK_088,BATCH_134,112,28.5,2.4,99.58,259.7
2025-07-28,TRUCK_088,BATCH_134,114,28.5,2.17,99.63,238.9
2025-07-29,TRUCK_088,BATCH_134,116,29.2,1.21,99.66,248.9
2025-07-30,TRUCK_088,BATCH_134,118,28.0,1.68,99.79,252.0
2025-07-31,TRUCK_088,BATCH_134,120,27.8,1.95,99.53,263.1
2025-08-01,TRUCK_088,BATCH_134,122,28.8,1.06,99.83,236.7
2025-08-02,TRUCK_088,BATCH_134,124,28.6,1.35,99.99,263.5
2025-08-03,TRUCK_088,BATCH_134,126,28.6,1.39,99.62,263.2
2025-08-04,TRUCK_088,BATCH_134,128,28.6,2.72,99.75,275.1
2025-08-05,TRUCK_088,BATCH_134,130,28.9,2.43,99.49,256.3
2025-08-06,TRUCK_088,BATCH_134,132,28.8,2.81,99.31,274.3
2025-08-07,TRUCK_088,BATCH_134,134,28.9,2.91,99.75,237.1
2025-08-08,TRUCK_088,BATCH_134,136,28.6,1.79,99.5,268.0
2025-08-09,TRUCK_088,BATCH_134,138,28.3,2.59,99.51,225.0
2025-08-10,TRUCK_088,BATCH_134,140,28.1,1.59,99.77,275.1
2025-08-11,TRUCK_088,BATCH_134,142,28.9,1.27,99.61,254.4
2025-08-12,TRUCK_088,BATCH_134,144,29.2,1.31,99.9,237.9
2025-08-13,TRUCK_088,BATCH_134,146,27.8,1.16,99.58,234.7
2025-08-14,TRUCK_088,BATCH_134,148,29.4,2.04,99.93,237.8
2025-08-15,TRUCK_088,BATCH_134,150,28.7,2.39,100.08,241.7
2025-08-16,TRUCK_088,BATCH_134,152,28.8,1.1,99.52,222.3
2025-08-17,TRUCK_088,BATCH_134,154,28.0,2.74,99.62,249.0
2025-08-18,TRUCK_088,BATCH_134,156,28.2,2.67,99.73,262.2
2025-08-19,TRUCK_088,BATCH_134,158,28.3,2.25,99.62,270.6
2025-08-20,TRUCK_088,BATCH_134,160,28.3,2.9,99.54,226.1
2025-08-21,TRUCK_088,BATCH_134,162,28.8,2.64,99.61,260.1
2025-08-22,TRUCK_088,BATCH_134,164,28.7,1.11,99.6,241.8
2025-08-23,TRUCK_088,BATCH_134,166,29.2,1.46,100.18,271.2
2025-08-24,TRUCK_088,BATCH_134,168,28.8,2.75,99.84,263.0
2025-08-25,TRUCK_088,BATCH_134,170,28.7,2.61,99.8,235.5
2025-08-26,TRUCK_088,BATCH_134,172,28.4,2.62,100.02,243.2
2025-08-27,TRUCK_088,BATCH_134,174,28.4,1.95,99.95,223.2
2025-08-28,TRUCK_088,BATCH_134,176,28.1,1.42,99.47,228.5
2025-08-29,TRUCK_088,BATCH_134,178,28.4,1.19,100.12,223.1
2025-08-30,TRUCK_088,BATCH_134,180,28.7,1.93,99.8,247.0
2025-08-31,TRUCK_088,BATCH_134,182,28.5,2.5,99.38,267.9
2025-09-01,TRUCK_088,BATCH_134,184,28.5,1.14,99.69,253.2
2025-09-02,TRUCK_088,BATCH_134,186,28.1,1.61,99.71,245.2
2025-09-03,TRUCK_088,BATCH_134,188,28.8,1.46,99.64,222.5
2025-09-04,TRUCK_088,BATCH_134,190,27.6,1.33,99.99,255.5
2025-09-05,TRUCK_088,BATCH_134,192,28.5,2.95,99.41,232.9
2025-09-06,TRUCK_088,BATCH_134,194,28.3,1.5,99.59,228.8
2025-09-07,TRUCK_088,BATCH_134,196,28.7,1.68,99.57,241.7
2025-09-08,TRUCK_088,BATCH_134,198,27.7,1.11,99.43,229.3
2025-09-09,TRUCK_088,BATCH_134,200,28.3,1.51,99.86,252.4
2025-09-10,TRUCK_088,BATCH_134,202,28.3,1.14,99.75,270.1
2025-09-11,TRUCK_088,BATCH_134,204,28.0,1.28,99.97,234.7
2025-09-12,TRUCK_088,BATCH_134,206,28.2,2.25,99.94,241.9
2025-09-13,TRUCK_088,BATCH_134,208,27.8,1.11,99.8,241.6
2025-09-14,TRUCK_088,BATCH_134,210,28.4,2.68,99.67,242.6
2025-09-15,TRUCK_088,BATCH_134,212,28.0,1.6,99.83,267.4
2025-09-16,TRUCK_088,BATCH_134,214,28.3,2.4,99.74,263.3
2025-09-17,TRUCK_088,BATCH_134,216,27.9,1.91,99.39,246.7
2025-09-18,TRUCK_088,BATCH_134,218,27.7,1.34,99.95,242.6
2025-09-19,TRUCK_088,BATCH_134,220,27.9,2.76,99.49,239.6
2025-09-20,TRUCK_088,BATCH_134,222,28.9,1.67,99.67,273.0
2025-09-21,TRUCK_088,BATCH_134,224,27.8,2.11,99.94,241.5
2025-09-22,TRUCK_088,BATCH_134,226,28.5,1.98,100.26,275.7
2025-09-23,TRUCK_088,BATCH_134,228,28.0,2.68,99.79,244.0
2025-09-24,TRUCK_088,BATCH_134,230,28.5,2.1,99.8,256.6
2025-09-25,TRUCK_088,BATCH_134,232,28.9,2.75,99.38,223.7
2025-09-26,TRUCK_088,BATCH_134,234,29.1,1.07,99.66,264.3
2025-09-27,TRUCK_088,BATCH_134,236,28.5,1.85,99.64,247.5
2025-09-28,TRUCK_088,BATCH_134,238,28.9,2.58,99.23,245.7
2025-06-01,TRUCK_089,BATCH_140,0,32.3,2.77,99.6,206.1
2025-06-02,TRUCK_089,BATCH_140,2,31.9,2.86,100.1,233.7
2025-06-03,TRUCK_089,BATCH_140,4,33.0,2.42,99.97,218.7
2025-06-04,TRUCK_089,BATCH_140,6,31.6,1.1,100.03,225.8
2025-06-05,TRUCK_089,BATCH_140,8,32.3,1.86,99.97,195.6
2025-06-06,TRUCK_089,BATCH_140,10,31.1,1.43,99.95,211.6
2025-06-07,TRUCK_089,BATCH_140,12,31.4,2.53,99.58,194.1
2025-06-08,TRUCK_089,BATCH_140,14,30.7,2.48,99.53,198.9
2025-06-09,TRUCK_089,BATCH_140,16,32.2,1.41,100.03,222.4
2025-06-10,TRUCK_089,BATCH_140,18,31.0,2.78,99.75,214.4
2025-06-11,TRUCK_089,BATCH_140,20,31.0,1.69,99.69,195.8
2025-06-12,TRUCK_089,BATCH_140,22,30.7,1.66,99.86,236.4
2025-06-13,TRUCK_089,BATCH_140,24,31.5,1.39,99.47,240.4
2025-06-14,TRUCK_089,BATCH_140,26,31.7,2.52,100.08,238.3
2025-06-15,TRUCK_089,BATCH_140,28,30.9,2.97,99.38,194.7
2025-06-16,TRUCK_089,BATCH_140,30,31.5,2.63,99.55,201.2
2025-06-17,TRUCK_089,BATCH_140,32,31.5,1.4,99.86,222.5
2025-06-18,TRUCK_089,BATCH_140,34,31.9,1.24,99.81,200.2
2025-06-19,TRUCK_089,BATCH_140,36,30.9,1.32,99.3,211.7
2025-06-20,TRUCK_089,BATCH_140,38,32.5,2.2,99.99,196.3
2025-06-21,TRUCK_089,BATCH_140,40,31.4,1.34,99.72,228.5
2025-06-22,TRUCK_089,BATCH_140,42,32.5,1.15,99.9,228.0
2025-06-23,TRUCK_089,BATCH_140,44,31.5,2.09,99.76,227.2
2025-06-24,TRUCK_089,BATCH_140,46,31.2,2.63,99.68,208.7
2025-06-25,TRUCK_089,BATCH_140,48,31.7,1.27,100.11,226.2
2025-06-26,TRUCK_089,BATCH_140,50,31.9,1.52,99.61,197.1
2025-06-27,TRUCK_089,BATCH_140,52,31.8,2.91,99.79,227.0
2025-06-28,TRUCK_089,BATCH_140,54,31.3,2.17,99.49,208.7
2025-06-29,TRUCK_089,BATCH_140,56,32.4,2.4,99.55,205.8
2025-06-30,TRUCK_089,BATCH_140,58,32.8,2.86,99.69,217.5
2025-07-01,TRUCK_089,BATCH_140,60,31.3,2.08,100.04,240.6
2025-07-02,TRUCK_089,BATCH_140,62,31.2,2.69,99.6,202.2
2025-07-03,TRUCK_089,BATCH_140,64,31.8,1.54,99.76,217.5
2025-07-04,TRUCK_089,BATCH_140,66,31.0,1.13,99.47,196.1
2025-07-05,TRUCK_089,BATCH_140,68,32.4,1.17,99.88,203.3
2025-07-06,TRUCK_089,BATCH_140,70,31.9,1.09,100.16,235.0
2025-07-07,TRUCK_089,BATCH_140,72,31.0,1.65,100.36,203.6
2025-07-08,TRUCK_089,BATCH_140,74,32.1,1.19,99.86,196.3
2025-07-09,TRUCK_089,BATCH_140,76,31.9,1.1,99.9,209.5
2025-07-10,TRUCK_089,BATCH_140,78,31.9,1.01,100.38,216.9
2025-07-11,TRUCK_089,BATCH_140,80,32.6,2.87,99.6,237.5
2025-07-12,TRUCK_089,BATCH_140,82,32.5,2.39,99.84,213.3
2025-07-13,TRUCK_089,BATCH_140,84,31.6,2.98,99.79,220.2
2025-07-14,TRUCK_089,BATCH_140,86,32.3,2.37,99.85,221.4
2025-07-15,TRUCK_089,BATCH_140,88,32.3,2.91,99.27,218.0
2025-07-16,TRUCK_089,BATCH_140,90,31.3,2.2,99.21,236.5
2025-07-17,TRUCK_089,BATCH_140,92,31.7,1.9,100.16,212.6
2025-07-18,TRUCK_089,BATCH_140,94,31.5,2.0,99.59,238.1
2025-07-19,TRUCK_089,BATCH_140,96,31.9,1.18,99.84,200.0
2025-07-20,TRUCK_089,BATCH_140,98,32.3,2.5,99.81,197.6
2025-07-21,TRUCK_089,BATCH_140,100,31.3,2.27,99.99,218.6
2025-07-22,TRUCK_089,BATCH_140,102,31.8,2.71,99.49,197.2
2025-07-23,TRUCK_089,BATCH_140,104,31.6,1.73,99.66,208.9
2025-07-24,TRUCK_089,BATCH_140,106,32.0,1.88,99.77,206.3
2025-07-25,TRUCK_089,BATCH_140,108,32.2,2.08,99.83,215.1
2025-07-26,TRUCK_089,BATCH_140,110,31.8,1.23,99.46,227.6
2025-07-27,TRUCK_089,BATCH_140,112,31.9,2.16,99.63,223.2
2025-07-28,TRUCK_089,BATCH_140,114,32.1,1.09,99.72,220.6
2025-07-29,TRUCK_089,BATCH_140,116,32.3,1.27,99.86,237.4
2025-07-30,TRUCK_089,BATCH_140,118,31.6,1.5,99.74,200.6
2025-07-31,TRUCK_089,BATCH_140,120,31.7,1.76,99.74,223.0
2025-08-01,TRUCK_089,BATCH_140,122,32.0,1.77,99.82,216.7
2025-08-02,TRUCK_089,BATCH_140,124,31.4,1.52,99.64,200.9
2025-08-03,TRUCK_089,BATCH_140,126,31.6,1.98,99.66,229.6
2025-08-04,TRUCK_089,BATCH_140,128,33.2,1.13,99.26,231.2
2025-08-05,TRUCK_089,BATCH_140,130,32.5,2.53,99.44,220.5
2025-08-06,TRUCK_089,BATCH_140,132,32.8,2.8,99.59,224.3
2025-08-07,TRUCK_089,BATCH_140,134,31.7,2.18,99.38,202.1
2025-08-08,TRUCK_089,BATCH_140,136,31.1,1.93,99.71,196.5
2025-08-09,TRUCK_089,BATCH_140,138,30.9,2.68,99.51,211.6
2025-08-10,TRUCK_089,BATCH_140,140,31.7,2.7,99.45,207.8
2025-08-11,TRUCK_089,BATCH_140,142,32.8,1.52,99.89,225.2
2025-08-12,TRUCK_089,BATCH_140,144,31.7,1.05,100.15,197.2
2025-08-13,TRUCK_089,BATCH_140,146,32.1,2.32,99.77,236.6
2025-08-14,TRUCK_089,BATCH_140,148,31.6,1.74,99.56,233.8
2025-08-15,TRUCK_089,BATCH_140,150,32.3,2.01,99.73,213.9
2025-08-16,TRUCK_089,BATCH_140,152,31.4,2.05,99.75,209.1
2025-08-17,TRUCK_089,BATCH_140,154,31.4,1.78,99.81,220.3
2025-08-18,TRUCK_089,BATCH_140,156,31.9,2.71,99.53,221.2
2025-08-19,TRUCK_089,BATCH_140,158,32.2,1.58,99.69,200.4
2025-08-20,TRUCK_089,BATCH_140,160,31.7,2.61,100.08,211.4
2025-08-21,TRUCK_089,BATCH_140,162,31.5,2.46,99.47,225.7
2025-08-22,TRUCK_089,BATCH_140,164,31.6,1.22,99.8,224.9
2025-08-23,TRUCK_089,BATCH_140,166,31.4,2.49,99.43,201.4
2025-08-24,TRUCK_089,BATCH_140,168,31.9,2.81,99.59,225.3
2025-08-25,TRUCK_089,BATCH_140,170,32.4,1.92,99.86,198.6
2025-08-26,TRUCK_089,BATCH_140,172,31.9,1.82,99.63,225.6
2025-08-27,TRUCK_089,BATCH_140,174,30.9,2.89,99.48,233.9
2025-08-28,TRUCK_089,BATCH_140,176,31.8,1.61,99.73,222.2
2025-08-29,TRUCK_089,BATCH_140,178,30.9,2.53,100.02,210.2
2025-08-30,TRUCK_089,BATCH_140,180,31.0,2.53,99.61,220.1
2025-08-31,TRUCK_089,BATCH_140,182,31.3,1.59,99.89,227.2
2025-09-01,TRUCK_089,BATCH_140,184,32.3,2.14,99.57,208.2
2025-09-02,TRUCK_089,BATCH_140,186,32.0,2.44,99.67,213.4
2025-09-03,TRUCK_089,BATCH_140,188,30.5,2.59,99.91,201.9
2025-09-04,TRUCK_089,BATCH_140,190,31.7,1.58,99.84,220.6
2025-09-05,TRUCK_089,BATCH_140,192,31.9,2.5,99.67,233.9
2025-09-06,TRUCK_089,BATCH_140,194,32.1,2.22,99.76,197.3
2025-09-07,TRUCK_089,BATCH_140,196,31.0,1.8,99.24,222.5
2025-09-08,TRUCK_089,BATCH_140,198,31.8,1.26,99.49,208.2
2025-09-09,TRUCK_089,BATCH_140,200,32.3,2.04,99.38,205.0
2025-09-10,TRUCK_089,BATCH_140,202,31.7,1.79,100.03,208.7
2025-09-11,TRUCK_089,BATCH_140,204,31.7,2.01,99.39,214.1
2025-09-12,TRUCK_089,BATCH_140,206,31.3,2.89,99.46,198.4
2025-09-13,TRUCK_089,BATCH_140,208,32.2,1.23,99.51,241.4
2025-09-14,TRUCK_089,BATCH_140,210,31.7,1.85,99.73,232.2
2025-09-15,TRUCK_089,BATCH_140,212,31.8,1.41,99.8,221.1
2025-09-16,TRUCK_089,BATCH_140,214,31.6,1.13,99.71,197.5
2025-09-17,TRUCK_089,BATCH_140,216,32.2,1.95,99.68,212.8
2025-09-18,TRUCK_089,BATCH_140,218,32.5,1.45,99.66,208.0
2025-09-19,TRUCK_089,BATCH_140,220,31.9,1.02,99.88,205.3
2025-09-20,TRUCK_089,BATCH_140,222,31.7,1.69,99.83,200.0
2025-09-21,TRUCK_089,BATCH_140,224,31.7,2.7,99.58,213.2
2025-09-22,TRUCK_089,BATCH_140,226,31.5,1.14,99.44,212.4
2025-09-23,TRUCK_089,BATCH_140,228,31.9,2.99,99.39,237.7
2025-09-24,TRUCK_089,BATCH_140,230,31.3,2.4,99.89,224.7
2025-09-25,TRUCK_089,BATCH_140,232,32.0,1.31,99.85,215.5
2025-09-26,TRUCK_089,BATCH_140,234,32.2,2.26,99.56,239.5
2025-09-27,TRUCK_089,BATCH_140,236,31.7,1.1,99.68,194.8
2025-09-28,TRUCK_089,BATCH_140,238,31.7,1.73,99.42,207.1
2025-06-01,TRUCK_090,BATCH_136,0,28.9,1.77,100.1,225.8
2025-06-02,TRUCK_090,BATCH_136,2,28.8,1.23,99.79,203.1
2025-06-03,TRUCK_090,BATCH_136,4,28.5,2.85,99.79,202.7
2025-06-04,TRUCK_090,BATCH_136,6,29.1,2.48,100.07,212.0
2025-06-05,TRUCK_090,BATCH_136,8,28.3,1.56,100.06,224.9
2025-06-06,TRUCK_090,BATCH_136,10,30.1,1.15,99.81,223.5
2025-06-07,TRUCK_090,BATCH_136,12,28.1,2.97,99.98,187.7
2025-06-08,TRUCK_090,BATCH_136,14,27.9,1.84,99.62,201.6
2025-06-09,TRUCK_090,BATCH_136,16,28.9,2.82,99.78,196.8
2025-06-10,TRUCK_090,BATCH_136,18,28.2,2.49,100.05,189.6
2025-06-11,TRUCK_090,BATCH_136,20,28.4,1.28,99.55,213.2
2025-06-12,TRUCK_090,BATCH_136,22,29.1,2.51,99.43,190.8
2025-06-13,TRUCK_090,BATCH_136,24,28.7,2.06,99.7,204.7
2025-06-14,TRUCK_090,BATCH_136,26,28.2,1.68,99.73,221.5
2025-06-15,TRUCK_090,BATCH_136,28,29.0,1.5,99.82,200.3
2025-06-16,TRUCK_090,BATCH_136,30,28.2,2.79,99.62,196.7
2025-06-17,TRUCK_090,BATCH_136,32,29.2,2.11,99.82,221.5
2025-06-18,TRUCK_090,BATCH_136,34,28.5,1.27,99.84,213.4
2025-06-19,TRUCK_090,BATCH_136,36,28.0,1.82,99.91,199.3
2025-06-20,TRUCK_090,BATCH_136,38,28.3,2.9,99.79,203.8
2025-06-21,TRUCK_090,BATCH_136,40,28.5,2.01,99.78,195.6
2025-06-22,TRUCK_090,BATCH_136,42,28.0,1.5,99.67,197.3
2025-06-23,TRUCK_090,BATCH_136,44,29.1,2.03,100.12,216.5
2025-06-24,TRUCK_090,BATCH_136,46,28.2,2.2,99.83,223.4
2025-06-25,TRUCK_090,BATCH_136,48,28.5,1.35,99.84,224.7
2025-06-26,TRUCK_090,BATCH_136,50,28.1,1.41,99.57,200.4
2025-06-27,TRUCK_090,BATCH_136,52,28.5,2.15,100.03,217.6
2025-06-28,TRUCK_090,BATCH_136,54,27.3,2.82,99.6,186.1
2025-06-29,TRUCK_090,BATCH_136,56,28.2,1.36,99.56,188.0
2025-06-30,TRUCK_090,BATCH_136,58,28.2,1.92,99.82,198.5
2025-07-01,TRUCK_090,BATCH_136,60,27.9,2.32,99.8,210.3
2025-07-02,TRUCK_090,BATCH_136,62,28.5,1.81,99.89,193.1
2025-07-03,TRUCK_090,BATCH_136,64,27.7,2.94,99.7,198.6
2025-07-04,TRUCK_090,BATCH_136,66,28.4,1.55,100.18,195.0
2025-07-05,TRUCK_090,BATCH_136,68,28.1,1.31,99.79,183.6
2025-07-06,TRUCK_090,BATCH_136,70,28.0,1.66,99.15,214.5
2025-07-07,TRUCK_090,BATCH_136,72,29.0,1.67,99.44,197.5
2025-07-08,TRUCK_090,BATCH_136,74,28.4,1.54,99.57,207.3
2025-07-09,TRUCK_090,BATCH_136,76,28.0,1.56,99.9,211.2
2025-07-10,TRUCK_090,BATCH_136,78,27.7,2.82,99.65,205.3
2025-07-11,TRUCK_090,BATCH_136,80,28.1,2.92,99.43,216.9
2025-07-12,TRUCK_090,BATCH_136,82,28.8,2.43,99.71,202.2
2025-07-13,TRUCK_090,BATCH_136,84,28.6,2.41,99.75,198.3
